modality,window_size,start_unit,end_unit,positions,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta,positive_classification_drop,combined_raw_score,combined_score
V,1,26,26,27,7,07,missing,0.6224358081817627,0.6071487200498581,-0.0007901191711425781,0.002067703127861087,0.0,0.0003446171879768478,0.0007949112775716598
V,1,27,27,28,7,07,missing,0.6206377148628235,0.6028373264908791,0.0010079741477966309,0.006379096686840113,0.0010079741477966309,0.00207115692893665,0.004777434376091062
V,1,28,28,29,7,07,missing,0.6225674748420715,0.6062688372373581,-0.000921785831451416,0.0029475859403610416,0.0,0.0004912643233935069,0.0011331749098955131
V,1,29,29,30,7,07,missing,0.6220471858978271,0.6028813098907471,-0.00040149688720703125,0.006335113286972116,0.0,0.0010558522144953526,0.002435481635952974
V,1,30,30,31,7,07,missing,0.623319685459137,0.6086885149717332,-0.0016739964485168457,0.0005279082059860274,0.0,8.798470099767124e-05,0.00020294992100486313
V,1,31,31,32,7,07,missing,0.6241350769996643,0.6135718538403512,-0.0024893879890441895,0.004355430662631998,0.0,0.0007259051104386663,0.0016744091091978944
V,1,32,32,33,7,07,missing,0.6219918727874756,0.6077206653594971,-0.00034618377685546875,0.0014957578182220876,0.0,0.00024929296970368126,0.0005750316581716742
V,1,33,33,34,7,07,missing,0.6214008331298828,0.6073247073531152,0.0002448558807373047,0.0018917158246040122,0.0002448558807373047,0.0005601418515046401,0.0012920512682925793
V,1,34,34,35,7,07,missing,0.6213482022285461,0.6085125276684762,0.0002974867820739746,0.000703895509242991,0.0002974867820739746,0.0004148027002811398,0.0009568046978632048
V,1,35,35,36,7,07,missing,0.6221876740455627,0.6092604602813722,-0.000541985034942627,4.4037103652971865e-05,0.0,7.339517275495311e-06,1.692969839512243e-05
V,1,36,36,37,7,07,missing,0.62122642993927,0.6068407825469971,0.00041925907135009766,0.0023756406307220423,0.00041925907135009766,0.000815199176470438,0.0018803792772141585
V,1,37,37,38,7,07,missing,0.6194846630096436,0.6026173557877541,0.0021610260009765625,0.006599067389965074,0.0021610260009765625,0.0032608705659707415,0.007521687478239673
V,1,38,38,39,7,07,missing,0.6189258694648743,0.6011655276656152,0.0027198195457458496,0.008050895512104028,0.0027198195457458496,0.004061635464429854,0.00936877192636487
V,1,39,39,40,7,07,missing,0.6200122833251953,0.6036732259035111,0.0016334056854248047,0.005543197274208045,0.0016334056854248047,0.002557271897792812,0.005898731526731499
V,1,40,40,41,7,07,missing,0.6196684241294861,0.6039371800065041,0.001977264881134033,0.005279243171215087,0.001977264881134033,0.0028571387430032145,0.006590419420846629
V,1,41,41,42,7,07,missing,0.6201412677764893,0.6036732259035111,0.0015044212341308594,0.005543197274208045,0.0015044212341308594,0.002428287446498867,0.005601209526836828
V,1,42,42,43,7,07,missing,0.6201412677764893,0.603629242503643,0.0015044212341308594,0.005587180674076153,0.0015044212341308594,0.0024356180131435514,0.005618118579258327
V,1,43,43,44,7,07,missing,0.622796893119812,0.6061808167338372,-0.0011512041091918945,0.0030356064438820107,0.0,0.0005059344073136685,0.001167013660712093
V,1,44,44,45,7,07,missing,0.6197511553764343,0.6001976243495941,0.001894533634185791,0.009018798828125063,0.001894533634185791,0.003397666772206635,0.007837228463598871
V,1,45,45,46,7,07,missing,0.622867226600647,0.6043331380128861,-0.0012215375900268555,0.004883285164833051,0.0,0.0008138808608055085,0.0018773383842290927
V,1,46,46,47,7,07,missing,0.6223103404045105,0.6018254397749901,-0.0006646513938903809,0.007390983402729034,0.0,0.0012318305671215057,0.002841402123936323
V,1,47,47,48,7,07,missing,0.6216522455215454,0.6067967991471291,-6.556510925292969e-06,0.0024196240305900396,0.0,0.0004032706717650066,0.0009302043429169851
V,2,0,1,1|2,7,07,missing,0.6234347820281982,0.6190271380186081,-0.001789093017578125,0.009810714840888912,0.0,0.001635119140148152,0.0037716477588005948
V,2,1,2,2|3,7,07,missing,0.6215440034866333,0.6148037112593652,0.0001016855239868164,0.005587288081645991,0.0001016855239868164,0.0010329002042611482,0.0023825393788205907
V,2,2,3,3|4,7,07,missing,0.6232144236564636,0.6162995227813721,-0.0015687346458435059,0.0070830996036529426,0.0,0.0011805166006088237,0.0027230387569860772
V,2,3,4,4|5,7,07,missing,0.6243560314178467,0.6189391712188721,-0.0027103424072265625,0.009722748041152918,0.0,0.0016204580068588197,0.00373782965395768
V,2,4,5,5|6,7,07,missing,0.6241269707679749,0.6189391712188721,-0.0024812817573547363,0.009722748041152918,0.0,0.0016204580068588197,0.00373782965395768
V,2,5,6,6|7,7,07,missing,0.6262352466583252,0.6223706819653512,-0.004589557647705078,0.01315425878763199,0.0,0.0021923764646053314,0.005057045432436598
V,2,6,7,7|8,7,07,missing,0.6263715028762817,0.6229426272749902,-0.004725813865661621,0.013726204097270989,0.0,0.0022877006828784983,0.0052769250518365845
V,2,7,8,8|9,7,07,missing,0.624288022518158,0.6187631839156151,-0.002642333507537842,0.009546760737895954,0.0,0.0015911267896493257,0.003670172798298185
V,2,8,9,9|10,7,07,missing,0.6219353675842285,0.6159035647749901,-0.00028967857360839844,0.006687141597270907,0.0,0.0011145235995451512,0.002570815993245587
V,2,9,10,10|11,7,07,missing,0.6240294575691223,0.6171794055938721,-0.0023837685585021973,0.007962982416152897,0.0,0.0013271637360254829,0.0030613023893099303
V,2,10,11,11|12,7,07,missing,0.6221689581871033,0.6149357151627541,-0.0005232691764831543,0.005719291985034958,0.0,0.0009532153308391597,0.0021987342560788182
V,2,11,12,12|13,7,07,missing,0.6186125874519348,0.6119880755186081,0.0030331015586853027,0.0027716523408889415,0.0030331015586853027,0.0034950436155001263,0.008061842770745746
V,2,12,13,13|14,7,07,missing,0.6212936639785767,0.6113721468091011,0.00035202503204345703,0.002155723631381945,0.00035202503204345703,0.0007113123039404479,0.0016407486103558165
V,2,13,14,14|15,7,07,missing,0.6224390268325806,0.6113281634092331,-0.0007933378219604492,0.0021117402315139477,0.0,0.00035195670525232464,0.0008118409759667396
V,2,14,15,15|16,7,07,missing,0.6224020719528198,0.6143637698531151,-0.000756382942199707,0.0051473466753959585,0.0,0.000857891112565993,0.001978854636678833
V,2,15,16,16|17,7,07,missing,0.6207694411277771,0.6084245608687401,0.0008762478828430176,0.0007918623089790966,0.0008762478828430176,0.0010082249343395337,0.002325622164525598
