sample_index,sample_id,baseline,phi_T_cls,phi_T_reg,phi_A_cls,phi_A_reg,phi_V_cls,phi_V_reg,cls_efficiency_residual,reg_efficiency_residual
59,188343$_$9,zero,1.208674112955729,-0.11010742187500001,0.029978434244791664,0.03222656249999997,0.9611765543619792,-0.340771484375,0.0,0.0
60,188343$_$8,zero,5.369669596354167,-1.9032552083333334,-0.01875813802083334,0.05455729166666662,0.5680338541666666,-0.22747395833333334,8.881784197001252e-16,0.0
61,1HK7Nea0PFo$_$1,zero,3.752034505208333,-0.7955403645833333,0.042195638020833336,-0.03020833333333335,0.5124104817708334,-0.2808919270833333,0.0,0.0
62,216097$_$1,zero,5.100504557291666,-1.5369791666666668,-0.19954427083333331,0.003645833333333272,0.045817057291666664,-0.02955729166666672,0.0,0.0
63,216097$_$2,zero,2.093465169270833,-0.2628662109375,0.11592610677083333,-0.1112060546875,-0.44535319010416663,-0.089208984375,0.0,5.551115123125783e-17
64,216097$_$5,zero,1.8088633219401042,-0.37216796875,-0.14558919270833334,-0.04062499999999998,-0.8904469807942708,0.08603515624999998,2.220446049250313e-16,0.0
65,216097$_$4,zero,4.49658203125,-1.3314778645833334,-0.010986328125,-0.08758138020833332,0.666259765625,-0.3520345052083333,0.0,2.220446049250313e-16
66,216097$_$7,zero,1.4038492838541665,0.45579427083333335,-0.005330403645833343,-0.07350260416666674,0.37394205729166663,0.03958333333333334,0.0,5.551115123125783e-17
67,216097$_$8,zero,6.26611328125,-1.8541015625000004,-0.1826171875,-0.07744140625000007,-0.09130859374999999,0.008105468750000011,0.0,2.220446049250313e-16
68,223431$_$11,zero,4.648518880208333,-1.3725179036458335,-0.016642252604166664,-0.05789082845052084,0.6357014973958333,-0.3395131429036458,8.881784197001252e-16,0.0
69,223431$_$10,zero,1.4800923665364583,0.38307291666666665,-0.32038370768229163,-0.07864583333333332,0.06902058919270834,-0.10013020833333339,2.220446049250313e-16,2.7755575615628914e-17
70,223431$_$13,zero,5.103271484375,-1.7824218750000003,-0.12109375,-0.004003906249999956,0.33911132812499994,-0.19482421875,0.0,0.0
71,223431$_$0,zero,0.7019856770833334,-0.22840169270833333,0.06673177083333334,0.009147135416666674,0.4099934895833333,-0.17244466145833334,0.0,0.0
72,223431$_$5,zero,-0.11814371744791671,-0.314788818359375,0.5888875325520834,-0.04553833007812499,0.06831868489583331,-0.3767822265625,0.0,0.0
73,225770$_$3,zero,3.1951548258463545,-1.0613769531250001,-0.6566975911458333,0.28823242187500003,0.7497202555338542,-0.26591796874999996,8.881784197001252e-16,0.0
74,225770$_$5,zero,1.942509969075521,-0.28958740234375,-0.4913431803385417,0.10319824218750004,0.7314503987630208,-0.28519287109375,0.0,0.0
