sample_index,sample_id,baseline,main_modality,ratio,k,RandomComp_cls_mean,RandomComp_reg_mean,RandomSuff_cls_mean,RandomSuff_reg_mean
62,216097$_$1,missing,T,0.1,2,0.5852050768749997,0.20371093750000005,4.467945860566406,0.9459082031250003
62,216097$_$1,missing,T,0.2,3,1.0417602526562497,0.3159875488281251,3.9023284899609374,0.8561694335937501
62,216097$_$1,missing,T,0.3,4,1.6319152819531246,0.4546203613281251,2.942532347382812,0.6754595947265626
63,216097$_$2,missing,T,0.1,3,0.28231357666015616,0.0715283203125,0.4102806481933593,0.24635162353515624
63,216097$_$2,missing,T,0.2,5,0.2307037744140624,0.0565191650390625,0.4679912957763669,0.25699920654296876
63,216097$_$2,missing,T,0.3,8,0.2605867776489257,0.09497749328613282,0.34432319732666006,0.1916740417480469
64,216097$_$5,missing,T,0.1,4,0.13022765769531247,0.0994847869873047,0.3624557501992188,0.27440795898437503
64,216097$_$5,missing,T,0.2,7,0.10736999167968748,0.09471801757812501,0.29599897964605715,0.19589233398437503
64,216097$_$5,missing,T,0.3,10,0.03475951804687498,0.09885986328125,0.2298320787451172,0.14339111328125
65,216097$_$4,missing,T,0.1,5,0.16362300937499957,0.061015625000000004,0.2627074932812497,0.27507812500000006
65,216097$_$4,missing,T,0.2,10,0.24443355624999957,0.08531250000000003,0.2930541729687497,0.24285156250000012
65,216097$_$4,missing,T,0.3,14,0.19543453281249956,0.08593750000000007,0.3184203839062497,0.20378906250000012
66,216097$_$7,missing,T,0.1,5,0.020410108750000065,0.0745703125,4.734521436875001,2.126328125
66,216097$_$7,missing,T,0.2,10,0.19562373179687506,0.17699218749999998,3.773118543808594,1.7676171875000002
66,216097$_$7,missing,T,0.3,15,0.336956739609375,0.21961914062499996,2.645420789902343,1.2745994567871093
67,216097$_$8,missing,T,0.1,2,0.456884765625,0.17785156250000012,4.748390197753906,1.1266047668457033
67,216097$_$8,missing,T,0.2,3,0.65577392578125,0.2543945312500001,4.149653625488281,1.0231396484375002
67,216097$_$8,missing,T,0.3,4,0.923956298828125,0.32742187500000003,3.091314697265625,0.8736987304687499
68,223431$_$11,missing,T,0.1,3,0.2740479265625,0.09542968749999997,2.5210694109375007,0.49255859375
68,223431$_$11,missing,T,0.2,6,0.501655653613281,0.15453124999999995,1.9540116106445318,0.40392578125
68,223431$_$11,missing,T,0.3,9,0.8094727312499999,0.21210937499999996,1.5691376407421873,0.370498046875
69,223431$_$10,missing,T,0.1,2,0.5156158704296875,0.16596679687499996,2.5637573499218744,0.527080078125
69,223431$_$10,missing,T,0.2,3,0.6822448987499999,0.19011718749999998,2.447918726875,0.5179833984375
69,223431$_$10,missing,T,0.3,4,0.7807480115429687,0.20139648437500002,2.4289551038281245,0.5289892578125
70,223431$_$13,missing,T,0.1,3,0.2844970415625003,0.0858984374999999,3.6605529497656257,0.9989990234375001
70,223431$_$13,missing,T,0.2,5,0.4379272173437503,0.14386718749999994,2.867828340390625,0.7710546875
70,223431$_$13,missing,T,0.3,8,0.7025939653906252,0.18339843749999996,2.035896272519531,0.5929101562499999
71,223431$_$0,missing,T,0.1,1,-0.65548099453125,0.09864990234375001,0.70120853359375,0.10100830078125003
71,223431$_$0,missing,T,0.2,1,-0.74693607265625,0.10336669921875001,0.60975345546875,0.09629150390625003
71,223431$_$0,missing,T,0.3,1,-0.65548099453125,0.09864990234375003,0.70120853359375,0.10100830078125003
72,223431$_$5,missing,T,0.1,2,-0.02316895031249997,0.03099609374999999,1.9599456837109368,0.08252197265625001
72,223431$_$5,missing,T,0.2,4,-0.45148926281250007,0.044238281250000004,1.3957168629101564,0.06340576171875
72,223431$_$5,missing,T,0.3,6,-0.24985962414062496,0.06083740234375,1.4596511890820314,0.06268310546875001
73,225770$_$3,missing,A,0.1,5,-0.021705616425781393,0.010742187500000005,0.5065566906445312,0.2706445312500001
73,225770$_$3,missing,A,0.2,10,-0.058546436738281395,0.021523437500000027,0.4398589977734376,0.22140625000000008
73,225770$_$3,missing,A,0.3,15,-0.10652464718750014,0.044863281250000026,0.36143645138671887,0.17396484375000007
74,225770$_$5,missing,T,0.1,1,-0.029412851796874938,0.006020507812499997,0.12474976585937494,0.0504638671875
