sample_index,sample_id,baseline,phi_T_cls,phi_T_reg,contribution_T_cls,contribution_T_reg,combined_contribution_T,phi_A_cls,phi_A_reg,contribution_A_cls,contribution_A_reg,combined_contribution_A,phi_V_cls,phi_V_reg,contribution_V_cls,contribution_V_reg,combined_contribution_V,main_modality,TEXT_MISSING_OOD_CAUTION,zero_missing_main_modality_agreement
629,qK77ZmbqmOM$_$9,missing,0.0068105061848958,0.457989501953125,0.009904285693152017,0.5033270280785072,0.2566156568858296,-0.5661265055338541,-0.3396667480468751,0.8232983712294926,0.37329120886492007,0.5982947900472063,-0.1146952311197916,-0.1122680664062499,0.16679734307735544,0.12338176305657278,0.1450895530669641,A,False,False
630,qK77ZmbqmOM$_$0,missing,2.2809041341145835,1.1809326171875,0.7816644123101809,0.8381881508950076,0.8099262816025943,-0.1812540690104166,0.0135986328124999,0.062115655459958424,0.009651874057772547,0.03588376475886548,-0.4558512369791666,-0.2143798828125,0.15621993222986066,0.15215997504721965,0.15418995363854016,T,True,False
631,qY1sXq-YCHs$_$8,missing,2.155029296875,-0.0981435139973958,0.5599111956866476,0.1906639315752861,0.3752875636309668,1.0166015625,-0.1163335164388021,0.26412940057088485,0.22600174698033268,0.24506557377560878,0.67724609375,-0.3002690633138021,0.1759594037424675,0.5833343214443812,0.3796468625934244,V,False,False
632,qmMSumMloAs$_$1,missing,6.791259765625,2.5248697916666667,0.9532245905009937,0.9512853218210361,0.952254956161015,0.308349609375,0.0174479166666667,0.04328010417380577,0.006573783359497657,0.024926943766651714,-0.02490234375,-0.1118489583333333,0.003495305325200466,0.042140894819466236,0.022818100072333352,T,True,True
633,qmMSumMloAs$_$3,missing,6.363606770833334,1.461344401041667,0.952285846506077,0.8796586589332603,0.9159722527196686,0.2019856770833333,-0.0264485677083333,0.030226270794261628,0.01592075870987967,0.02307351475207065,-0.1168619791666666,-0.1734700520833333,0.017487882699661436,0.10442058235686011,0.06095423252826077,T,True,True
634,qmMSumMloAs$_$2,missing,6.844970703125,2.7600260416666664,0.9715503499896043,0.9505381165919282,0.9610442332907663,-0.083984375,-0.0470052083333332,0.011920438006791878,0.016188340807174843,0.01405438940698336,-0.116455078125,-0.0966145833333333,0.016529212003603855,0.03327354260089685,0.024901377302250352,T,True,True
635,r13W4H8ZhqI$_$12,missing,0.3894551595052083,0.3422322591145833,0.2549715625291368,0.8647823315305684,0.5598769470298526,-0.9516855875651042,-0.0187418619791666,0.623056994818653,0.04735857204548711,0.33520778343207003,-0.1863047281901041,-0.0347696940104166,0.12197144265221037,0.08785909642394442,0.1049152695380774,T,True,True
636,r13W4H8ZhqI$_$1,missing,4.173828125,1.5313151041666666,0.7795002735728616,0.817041822981798,0.7982710482773298,0.7556152343750001,0.2358072916666667,0.14111800109429146,0.12581631235236906,0.13346715672333026,0.425048828125,0.1070963541666667,0.07938172533284699,0.057141864665833,0.06826179499933999,T,True,False
637,r13W4H8ZhqI$_$5,missing,-0.6944071451822916,0.0458170572916666,0.4036173785535216,0.18317282665278484,0.2933951026031532,-0.3371836344401042,-0.1600423177083333,0.195984697980228,0.6398360229047373,0.41791036044248264,-0.6888682047526041,-0.0442708333333333,0.4003979234662504,0.17699115044247782,0.2886945369543641,A,False,False
638,r13W4H8ZhqI$_$8,missing,3.531494140625,1.05859375,0.8985588271835011,0.9348051052086925,0.9166819661960968,0.14453125,-0.0072265625,0.03677475462790409,0.006381510865815798,0.021578132746859945,0.254150390625,0.0666015625,0.06466641818859485,0.05881338392549154,0.061739901057043196,T,True,False
