sample_index,sample_id,baseline,main_modality,TEXT_MISSING_OOD_CAUTION,ratio,n_candidates,k,M_full,y_attr_full,CompTopK_cls,CompTopK_reg,RandomComp_cls_mean,RandomComp_reg_mean,GainComp_cls,GainComp_reg,SuffTopK_cls,SuffTopK_reg,RandomSuff_cls_mean,RandomSuff_reg_mean,GainSuff_cls,GainSuff_reg,F_comp_cls,F_comp_reg,F_suff_cls,F_suff_reg,FaithfulnessScore_ratio
18,102858$_$1,zero,T,False,0.3,22,7,1.27563473,0.09420573413372034,0.7199706674999999,0.16171875000000002,0.162383997578125,0.061475830078125,0.557586669921875,0.10024291992187502,0.13208004249999994,0.0002929687499999972,0.630792200703125,0.1308935546875,0.4987121582031251,0.1306005859375,0.4371049327082388,0.016707153320312505,0.3909518575519401,0.02176676432291667,0.21663267697585203
19,102858$_$0,zero,A,False,0.1,3,1,0.43408199999999997,0.37057292163372035,0.31982418749999997,0.09355468749999996,0.239501921875,0.07461914062499996,0.08032226562499997,0.018935546875,0.38818356249999997,0.1322265625,0.4592773125,0.1523583984375,0.07109375000000001,0.02013183593749998,0.18503895712340723,0.003155924479166667,0.16377916204965415,0.00335530598958333,0.08883233741045285
19,102858$_$0,zero,A,False,0.2,3,1,0.43408199999999997,0.37057292163372035,0.31982418749999997,0.09355468749999996,0.22221676562499998,0.07071289062499997,0.09760742187499999,0.022841796874999987,0.38818356249999997,0.1322265625,0.47617184375,0.1571533203125,0.08798828125000002,0.024926757812500006,0.22485889075361165,0.0038069661458333313,0.2026992101740912,0.004154459635416667,0.10887988167723821
19,102858$_$0,zero,A,False,0.3,3,1,0.43408199999999997,0.37057292163372035,0.31982418749999997,0.09355468749999996,0.25097653124999997,0.07732421874999997,0.06884765625,0.01623046874999999,0.38818356249999997,0.1322265625,0.4491210625,0.149482421875,0.06093750000000003,0.017255859374999988,0.15860482039149196,0.0027050781249999983,0.1403821388997036,0.002875976562499998,0.07614200349467388
20,102858$_$4,zero,T,False,0.1,48,5,0.5747070000000001,0.3975260466337204,0.7216796562500001,0.16425781250000002,0.10545651171875008,0.02875976562500001,0.61622314453125,0.135498046875,0.3237304375000001,0.023242187500000067,0.8416259453125001,0.18221679687500006,0.5178955078125,0.158974609375,1.072236935158811,0.0225830078125,0.9011454648491058,0.026495768229166664,0.5056152940123959
20,102858$_$4,zero,T,False,0.2,48,10,0.5747070000000001,0.3975260466337204,1.053955046875,0.23769531250000003,0.20673825000000007,0.048515625,0.847216796875,0.18917968750000003,0.09765621875000008,0.0654296875,0.7695922539062501,0.1448388671875,0.67193603515625,0.0794091796875,1.4741691378491335,0.03152994791666667,1.1691781481313117,0.01323486328125,0.6720280242945904
20,102858$_$4,zero,T,False,0.3,48,15,0.5747070000000001,0.3975260466337204,1.299072234375,0.27167968750000004,0.38886715625000007,0.07307617187500001,0.910205078125,0.19860351562500003,0.11132815624999992,0.13105468749999993,0.6059814140625001,0.09672363281250002,0.49465325781250014,-0.03433105468749992,1.5837696327961326,0.0331005859375,0.8607036230790246,-0.005721842447916653,0.6179629998411852
21,102858$_$6,zero,V,False,0.1,26,3,0.84240722,-0.21380207836627968,0.16662597,0.08183593750000001,0.13735350906250005,0.07137207031250001,0.029272460937499967,0.010463867187500003,1.0249938899218751,0.5035156250000001,1.0435394221484373,0.5064648437500001,0.01854553222656219,0.0029492187499999822,0.03474854618287078,0.0017439778645833338,0.02201489941131176,0.0004915364583333304,0.014749739979274801
21,102858$_$6,zero,V,False,0.2,26,6,0.84240722,-0.21380207836627968,0.3056640559375,0.15273437500000003,0.27119139968750006,0.14131347656249998,0.034472656249999956,0.011420898437500049,0.9008788996875,0.4462890625,0.9284515315234373,0.4525878906250001,0.027572631835937278,0.0062988281250001,0.040921557306266496,0.0019034830729166747,0.032730725058615025,0.0010498046875000167,0.019151392531324554
21,102858$_$6,zero,V,False,0.3,26,8,0.84240722,-0.21380207836627968,0.390594475859375,0.19416503906250002,0.36353759109375006,0.1886053466796875,0.027056884765624956,0.005559692382812509,0.8171386653125,0.41035156250000004,0.84556884109375,0.413232421875,0.028430175781249956,0.0028808593749999334,0.03211849566902962,0.0009266153971354182,0.033748692268517934,0.0004801432291666556,0.01681848664096241
22,102858$_$10,zero,T,False,0.1,10,1,3.3540039,1.4574869841337204,0.5615234312499999,0.24140625000000004,0.17224120468749993,0.06160156250000002,0.3892822265625,0.17980468750000003,1.45507811875,0.53046875,2.8321105894531255,0.9620996093750002,1.3770324707031256,0.4316308593750001,0.11606489500432751,0.02996744791666667,0.4105636430951921,0.07193847656250002,0.1571336156446716
