bootstrap_repeat,mean_D_zero_minus_missing
654,-0.30065374983722226
655,-0.3494896163334891
656,-0.029408260727005097
657,0.11524191786195631
658,-0.0778054141328014
659,-0.4058346580535729
660,-0.28928007203953104
661,-0.18833991049438148
662,-0.342985248842548
663,0.03814884473539221
664,0.017093753160611812
665,-0.008971990438308644
666,-0.21734353696390277
667,0.32547888341957426
668,-0.27118641776991836
669,0.13012011366298953
670,0.13467875574100663
671,0.08281583869078507
672,-0.17840420333893656
673,0.2514725771014341
674,0.15590702825623753
675,-0.35056219381252957
676,-0.02785054446130132
677,-0.2275785313960498
678,-0.10020893730988763
679,0.08182689445790443
680,-0.08567943459087458
681,-0.3410004809271496
682,-0.049521856547351806
683,0.03163805288318718
684,-0.06328730145038423
685,-0.09360033274213708
686,-0.1754340357652398
687,-0.44770496320982245
688,-0.18463589532404623
689,0.007387516402949968
690,-0.11322935779383371
691,-0.2702161879111475
692,0.30383918383403447
693,-0.16175171405246255
694,0.21184218623291867
695,-0.2925879069136517
696,0.08174928072575441
697,0.004157801854854811
698,0.06278800147595362
699,0.15543682405415207
700,-0.0881078978114035
701,-0.18307353212535984
702,-0.06419066458482077
703,-0.2753917877705532
704,-0.32309984546288917
705,-0.005213871446002768
706,-0.36906141697081335
707,0.10263904305822277
708,-0.20590039082945333
709,-0.23230657323331474
710,-0.22195674136398083
711,-0.365563838093109
712,0.0005767419358502419
713,-0.10501991734555403
714,0.1001703221586378
715,-0.032654203991220876
716,-0.2582143344895829
717,0.19268268205375347
718,0.35704056462551775
719,-0.36168870055521857
720,-0.37354114730539006
721,0.023845885717872616
722,-0.32221550568113827
723,0.16939975983073832
724,-0.01675485737780778
725,0.38369650014050694
726,-0.353926379043165
727,0.05349373723478756
728,-0.2454487600771099
729,-0.20075248557478112
730,-0.27907982501900763
731,-0.08050996128852617
732,0.06924309717863379
733,0.02805453480053368
734,0.06679787272928017
735,-0.0676061878078759
736,0.0663770131914926
737,-0.10055642916182687
738,-0.024933312270655282
739,0.24952332504063648
740,0.2434079485125112
741,0.11315267898267882
742,-0.2883135963171605
743,0.2421636318999255
744,0.10001344706849855
745,-0.1498672420380126
746,-0.21073774733559875
747,-0.2781875857450056
748,-0.1326097258299854
749,0.07841846210566536
750,0.04317842743557101
751,-0.14856669792277705
752,-0.030273401151326693
753,-0.24435932807997748
754,0.02132066256952086
755,0.019585702358111176
756,-0.05894332555843165
757,0.08258768476574285
758,-0.07416352232314975
759,-0.09082167995861093
760,0.13616055656421447
761,0.019155680087432504
762,0.06633872925870345
763,0.07471350267640516
764,-0.37727055277869964
765,-0.1462236304126904
766,0.15764929109020434
767,0.2669294759852011
768,-0.15012518145554957
769,-0.036588270438812076
770,-0.3637866180542321
771,-0.1785643085367701
772,-0.2616441218906739
773,-0.05540089666273954
774,-0.02858021345648781
775,-0.1526686211600059
776,-0.09622239696325513
777,-0.03426975009631204
778,0.26713722775868637
779,-0.2823794486331103
780,-0.3384041479977934
781,0.35896069235740186
782,-0.15265946032283523
783,-0.049587446850627194
784,-0.4154716839406773
785,-0.10493226585462877
786,-0.09794658841800125
787,-0.3383580265868064
788,0.3070395388947975
789,0.32707116227903604
790,-0.3049705626916313
791,-0.08160813822340789
792,-0.09540150111085935
793,0.04026085964779629
794,-0.28320021892529906
795,0.15448793230117927
796,-0.015697487074796127
797,0.03564916354714848
798,-0.1710897624637547
799,-0.02425270536075
800,0.17873567045545313
801,-0.10365212278873454
802,-0.174175801998819
803,0.02201424564169795
804,-0.34875976231768663
805,0.09365946994643917
806,-0.40171508528950806
807,0.15856489877951388
808,-0.10634009262822543
809,-0.4156231292189413
810,0.17285585040140725
811,0.11416603791787641
812,0.6577638805537491
813,-0.01503706805809116
814,-0.4369412124561611
815,0.04980989275740677
816,-0.12784994931920998
817,-0.14441065329046524
818,-0.2542153239045945
819,0.33764036704711825
820,-0.260209847466209
821,-0.16385081885663247
822,-0.1756653456692675
823,-0.22785414573015564
824,-0.09901132016307158
825,-0.07031972638696188
826,-0.29538029294026463
827,0.28900748116288416
828,-0.09632656896366469
829,0.029594740389147247
830,-0.2973061863192234
831,-0.33360338395381284
832,0.015356079619721498
833,-0.25682439971626436
834,-0.013982816902863616
835,-0.09828727794270788
836,0.13650139699901398
837,-0.2512802475341933
838,-0.041968447814508356
839,0.1131744432584935
840,-0.19949578077948094
841,-0.07744659831899955
842,-0.38010509076150434
843,-0.19065862186188037
844,-0.053418707812691535
845,-0.0015613301809694268
846,-0.11498295708821864
847,-0.07737308124494931
848,-0.13440269844629874
849,0.28317306099979933
850,0.0046123959269225336
851,0.10196581013258486
852,-0.14015283631624545
853,-0.13850507069623882
854,0.005184743977783079
855,-0.11840800328281885
856,0.002026038163571495
